category,storage_type,days_since_purchase,spoilage_sensitivity_cat,category_median_shelf_life,est_remaining_days,est_life_used_ratio,risk_level
1,1,5,0.4,18.0,13.0,0.2777777777777778,Low
3,1,3,0.75,9.0,6.0,0.3333333333333333,High
0,2,0,0.5,4.0,4.0,0.0,Medium
1,1,7,0.4,18.0,11.0,0.3888888888888889,Low
0,2,3,0.5,4.0,1.0,0.75,Medium
0,2,1,0.5,4.0,3.0,0.25,Low
3,1,5,0.75,9.0,4.0,0.5555555555555556,High
0,2,0,0.5,4.0,4.0,0.0,Low
6,2,2,0.6,12.0,10.0,0.16666666666666666,Medium
1,1,3,0.4,18.0,15.0,0.16666666666666666,Medium
7,1,3,0.9,3.0,0.0,1.0,High
1,1,3,0.4,18.0,15.0,0.16666666666666666,Low
2,1,3,0.7,17.0,14.0,0.17647058823529413,High
1,1,8,0.4,18.0,10.0,0.4444444444444444,Medium
1,1,5,0.4,18.0,13.0,0.2777777777777778,Medium
7,1,4,0.9,3.0,-1.0,1.3333333333333333,High
5,0,0,0.9,6.0,6.0,0.0,High
2,1,1,0.7,17.0,16.0,0.058823529411764705,Low
2,1,4,0.7,17.0,13.0,0.23529411764705882,High
7,1,0,0.9,3.0,3.0,0.0,Medium
2,1,4,0.7,17.0,13.0,0.23529411764705882,Medium
6,1,2,0.6,12.0,10.0,0.16666666666666666,Medium
6,1,0,0.6,12.0,12.0,0.0,Low
8,0,2,0.95,5.0,3.0,0.4,Medium
0,2,3,0.5,4.0,1.0,0.75,Medium
2,1,2,0.7,17.0,15.0,0.11764705882352941,Medium
1,1,9,0.4,18.0,9.0,0.5,High
1,1,3,0.4,18.0,15.0,0.16666666666666666,Medium
0,2,3,0.5,4.0,1.0,0.75,High
6,1,4,0.6,12.0,8.0,0.3333333333333333,Low
3,1,4,0.75,9.0,5.0,0.4444444444444444,High
8,1,3,0.95,5.0,2.0,0.6,High
6,1,3,0.6,12.0,9.0,0.25,Low
8,1,2,0.95,5.0,3.0,0.4,High
6,1,8,0.6,12.0,4.0,0.6666666666666666,Low
7,1,1,0.9,3.0,2.0,0.3333333333333333,High
3,1,1,0.75,9.0,8.0,0.1111111111111111,Low
0,2,3,0.5,4.0,1.0,0.75,Medium
6,1,1,0.6,12.0,11.0,0.08333333333333333,Low
3,1,5,0.75,9.0,4.0,0.5555555555555556,Medium
4,0,55,0.3,212.0,157.0,0.25943396226415094,Low
4,0,4,0.3,212.0,208.0,0.018867924528301886,Medium
7,1,0,0.9,3.0,3.0,0.0,Medium
4,0,3,0.3,212.0,209.0,0.014150943396226415,Low
0,2,2,0.5,4.0,2.0,0.5,Low
3,1,5,0.75,9.0,4.0,0.5555555555555556,High
2,1,5,0.7,17.0,12.0,0.29411764705882354,Medium
3,1,4,0.75,9.0,5.0,0.4444444444444444,High
1,1,2,0.4,18.0,16.0,0.1111111111111111,Medium
0,2,1,0.5,4.0,3.0,0.25,Medium
2,1,3,0.7,17.0,14.0,0.17647058823529413,Medium
5,1,4,0.9,6.0,2.0,0.6666666666666666,High
7,1,1,0.9,3.0,2.0,0.3333333333333333,High
2,1,5,0.7,17.0,12.0,0.29411764705882354,High
6,2,0,0.6,12.0,12.0,0.0,Low
5,1,2,0.9,6.0,4.0,0.3333333333333333,Medium
3,1,2,0.75,9.0,7.0,0.2222222222222222,Medium
8,0,1,0.95,5.0,4.0,0.2,Medium
6,2,0,0.6,12.0,12.0,0.0,Low
3,1,3,0.75,9.0,6.0,0.3333333333333333,Low
5,1,1,0.9,6.0,5.0,0.16666666666666666,High
3,1,0,0.75,9.0,9.0,0.0,Medium
8,1,2,0.95,5.0,3.0,0.4,High
7,0,1,0.9,3.0,2.0,0.3333333333333333,Medium
6,1,3,0.6,12.0,9.0,0.25,High
8,1,3,0.95,5.0,2.0,0.6,Medium
4,0,25,0.3,212.0,187.0,0.1179245283018868,Low
1,1,11,0.4,18.0,7.0,0.6111111111111112,Medium
3,1,2,0.75,9.0,7.0,0.2222222222222222,Medium
3,1,2,0.75,9.0,7.0,0.2222222222222222,Medium
6,2,1,0.6,12.0,11.0,0.08333333333333333,Low
4,0,24,0.3,212.0,188.0,0.11320754716981132,Low
4,0,72,0.3,212.0,140.0,0.33962264150943394,High
4,0,16,0.3,212.0,196.0,0.07547169811320754,Medium
4,0,31,0.3,212.0,181.0,0.14622641509433962,Low
8,0,3,0.95,5.0,2.0,0.6,Medium
4,0,18,0.3,212.0,194.0,0.08490566037735849,Medium
8,0,2,0.95,5.0,3.0,0.4,High
8,0,2,0.95,5.0,3.0,0.4,Medium
6,1,3,0.6,12.0,9.0,0.25,Medium
4,0,8,0.3,212.0,204.0,0.03773584905660377,Medium
7,1,2,0.9,3.0,1.0,0.6666666666666666,High
6,1,1,0.6,12.0,11.0,0.08333333333333333,Medium
7,1,1,0.9,3.0,2.0,0.3333333333333333,High
6,1,5,0.6,12.0,7.0,0.4166666666666667,Low
0,2,1,0.5,4.0,3.0,0.25,High
2,0,5,0.7,17.0,12.0,0.29411764705882354,High
5,1,5,0.9,6.0,1.0,0.8333333333333334,High
2,1,0,0.7,17.0,17.0,0.0,Medium
4,0,25,0.3,212.0,187.0,0.1179245283018868,Low
5,1,5,0.9,6.0,1.0,0.8333333333333334,Low
2,1,4,0.7,17.0,13.0,0.23529411764705882,Medium
7,1,1,0.9,3.0,2.0,0.3333333333333333,Medium
5,1,3,0.9,6.0,3.0,0.5,High
2,1,1,0.7,17.0,16.0,0.058823529411764705,Medium
5,1,3,0.9,6.0,3.0,0.5,Medium
7,1,4,0.9,3.0,-1.0,1.3333333333333333,Low
5,1,3,0.9,6.0,3.0,0.5,High
5,1,1,0.9,6.0,5.0,0.16666666666666666,Low
5,0,3,0.9,6.0,3.0,0.5,Low
8,0,4,0.95,5.0,1.0,0.8,Medium
1,1,3,0.4,18.0,15.0,0.16666666666666666,Low
1,1,10,0.4,18.0,8.0,0.5555555555555556,High
4,0,77,0.3,212.0,135.0,0.3632075471698113,Low
3,1,6,0.75,9.0,3.0,0.6666666666666666,High
8,0,5,0.95,5.0,0.0,1.0,Medium
3,1,3,0.75,9.0,6.0,0.3333333333333333,Low
0,2,2,0.5,4.0,2.0,0.5,High
0,2,3,0.5,4.0,1.0,0.75,Low
7,1,1,0.9,3.0,2.0,0.3333333333333333,Medium
1,1,3,0.4,18.0,15.0,0.16666666666666666,High
3,1,1,0.75,9.0,8.0,0.1111111111111111,Low
4,0,64,0.3,212.0,148.0,0.3018867924528302,High
2,1,0,0.7,17.0,17.0,0.0,Low
3,1,2,0.75,9.0,7.0,0.2222222222222222,Low
5,1,3,0.9,6.0,3.0,0.5,Medium
2,1,4,0.7,17.0,13.0,0.23529411764705882,Low
5,1,2,0.9,6.0,4.0,0.3333333333333333,High
3,1,5,0.75,9.0,4.0,0.5555555555555556,Low
0,2,3,0.5,4.0,1.0,0.75,Low
1,1,4,0.4,18.0,14.0,0.2222222222222222,High
4,0,10,0.3,212.0,202.0,0.04716981132075472,Medium
6,1,3,0.6,12.0,9.0,0.25,High
4,0,66,0.3,212.0,146.0,0.3113207547169811,Medium
0,2,2,0.5,4.0,2.0,0.5,Medium
2,1,3,0.7,17.0,14.0,0.17647058823529413,Medium
4,0,45,0.3,212.0,167.0,0.21226415094339623,Low
2,1,9,0.7,17.0,8.0,0.5294117647058824,Low
6,1,2,0.6,12.0,10.0,0.16666666666666666,High
5,1,2,0.9,6.0,4.0,0.3333333333333333,Low
7,1,1,0.9,3.0,2.0,0.3333333333333333,High
7,1,1,0.9,3.0,2.0,0.3333333333333333,High
5,0,2,0.9,6.0,4.0,0.3333333333333333,Medium
2,1,1,0.7,17.0,16.0,0.058823529411764705,Low
2,1,1,0.7,17.0,16.0,0.058823529411764705,High
5,1,3,0.9,6.0,3.0,0.5,Medium
7,1,1,0.9,3.0,2.0,0.3333333333333333,Medium
8,1,4,0.95,5.0,1.0,0.8,Low
7,1,0,0.9,3.0,3.0,0.0,High
6,1,4,0.6,12.0,8.0,0.3333333333333333,High
5,0,3,0.9,6.0,3.0,0.5,Medium
5,1,5,0.9,6.0,1.0,0.8333333333333334,High
4,0,8,0.3,212.0,204.0,0.03773584905660377,High
4,0,20,0.3,212.0,192.0,0.09433962264150944,High
1,1,3,0.4,18.0,15.0,0.16666666666666666,Low
8,0,0,0.95,5.0,5.0,0.0,Medium
4,0,50,0.3,212.0,162.0,0.2358490566037736,Medium
8,0,1,0.95,5.0,4.0,0.2,Low
6,2,3,0.6,12.0,9.0,0.25,High
7,1,1,0.9,3.0,2.0,0.3333333333333333,Medium
0,2,2,0.5,4.0,2.0,0.5,High
3,1,1,0.75,9.0,8.0,0.1111111111111111,High
3,1,5,0.75,9.0,4.0,0.5555555555555556,Medium
3,1,1,0.75,9.0,8.0,0.1111111111111111,Low
6,1,3,0.6,12.0,9.0,0.25,High
3,1,1,0.75,9.0,8.0,0.1111111111111111,Medium
4,0,14,0.3,212.0,198.0,0.0660377358490566,Medium
1,1,4,0.4,18.0,14.0,0.2222222222222222,Low
6,1,0,0.6,12.0,12.0,0.0,Medium
3,1,2,0.75,9.0,7.0,0.2222222222222222,Low
2,1,11,0.7,17.0,6.0,0.6470588235294118,Medium
2,1,6,0.7,17.0,11.0,0.35294117647058826,High
8,0,0,0.95,5.0,5.0,0.0,Low
3,1,6,0.75,9.0,3.0,0.6666666666666666,High
6,1,1,0.6,12.0,11.0,0.08333333333333333,Low
8,0,3,0.95,5.0,2.0,0.6,High
0,2,0,0.5,4.0,4.0,0.0,High
4,0,47,0.3,212.0,165.0,0.22169811320754718,Medium
5,1,3,0.9,6.0,3.0,0.5,High
7,1,2,0.9,3.0,1.0,0.6666666666666666,High
6,1,0,0.6,12.0,12.0,0.0,Medium
2,1,5,0.7,17.0,12.0,0.29411764705882354,High
2,1,3,0.7,17.0,14.0,0.17647058823529413,Low
0,2,1,0.5,4.0,3.0,0.25,Medium
6,1,2,0.6,12.0,10.0,0.16666666666666666,Low
4,0,57,0.3,212.0,155.0,0.2688679245283019,Medium
2,1,4,0.7,17.0,13.0,0.23529411764705882,High
1,1,4,0.4,18.0,14.0,0.2222222222222222,Low
5,1,5,0.9,6.0,1.0,0.8333333333333334,High
6,1,6,0.6,12.0,6.0,0.5,High
6,1,4,0.6,12.0,8.0,0.3333333333333333,Medium
8,0,2,0.95,5.0,3.0,0.4,Low
8,0,2,0.95,5.0,3.0,0.4,High
6,1,1,0.6,12.0,11.0,0.08333333333333333,High
8,1,0,0.95,5.0,5.0,0.0,Low
2,1,6,0.7,17.0,11.0,0.35294117647058826,High
1,1,8,0.4,18.0,10.0,0.4444444444444444,High
5,1,1,0.9,6.0,5.0,0.16666666666666666,High
2,1,1,0.7,17.0,16.0,0.058823529411764705,Low
0,2,4,0.5,4.0,0.0,1.0,Low
1,1,6,0.4,18.0,12.0,0.3333333333333333,High
3,1,4,0.75,9.0,5.0,0.4444444444444444,Low
4,0,19,0.3,212.0,193.0,0.08962264150943396,High
8,1,1,0.95,5.0,4.0,0.2,High
8,0,2,0.95,5.0,3.0,0.4,Medium
1,1,3,0.4,18.0,15.0,0.16666666666666666,Low
1,1,3,0.4,18.0,15.0,0.16666666666666666,Low
8,0,2,0.95,5.0,3.0,0.4,Low
0,2,4,0.5,4.0,0.0,1.0,Low
6,1,3,0.6,12.0,9.0,0.25,Low
0,2,3,0.5,4.0,1.0,0.75,High
8,1,2,0.95,5.0,3.0,0.4,High
8,0,2,0.95,5.0,3.0,0.4,High
8,1,1,0.95,5.0,4.0,0.2,Medium
8,0,3,0.95,5.0,2.0,0.6,Medium
3,1,3,0.75,9.0,6.0,0.3333333333333333,Medium
4,0,18,0.3,212.0,194.0,0.08490566037735849,Low
7,1,1,0.9,3.0,2.0,0.3333333333333333,Low
7,1,4,0.9,3.0,-1.0,1.3333333333333333,Medium
7,1,0,0.9,3.0,3.0,0.0,Low
4,0,23,0.3,212.0,189.0,0.10849056603773585,Low
8,0,0,0.95,5.0,5.0,0.0,High
0,2,2,0.5,4.0,2.0,0.5,High
6,1,3,0.6,12.0,9.0,0.25,High
8,1,2,0.95,5.0,3.0,0.4,Medium
3,0,6,0.75,9.0,3.0,0.6666666666666666,High
1,1,8,0.4,18.0,10.0,0.4444444444444444,High
1,1,4,0.4,18.0,14.0,0.2222222222222222,Medium
3,1,7,0.75,9.0,2.0,0.7777777777777778,High
7,1,3,0.9,3.0,0.0,1.0,Medium
8,0,4,0.95,5.0,1.0,0.8,High
3,1,1,0.75,9.0,8.0,0.1111111111111111,Low
4,0,27,0.3,212.0,185.0,0.12735849056603774,High
3,1,6,0.75,9.0,3.0,0.6666666666666666,High
2,2,3,0.7,17.0,14.0,0.17647058823529413,High
8,0,3,0.95,5.0,2.0,0.6,High
2,1,1,0.7,17.0,16.0,0.058823529411764705,High
2,1,6,0.7,17.0,11.0,0.35294117647058826,Medium
4,0,10,0.3,212.0,202.0,0.04716981132075472,Medium
8,0,1,0.95,5.0,4.0,0.2,Low
0,2,0,0.5,4.0,4.0,0.0,Medium
3,1,3,0.75,9.0,6.0,0.3333333333333333,Medium
3,1,0,0.75,9.0,9.0,0.0,High
4,0,48,0.3,212.0,164.0,0.22641509433962265,Low
6,1,2,0.6,12.0,10.0,0.16666666666666666,High
4,0,40,0.3,212.0,172.0,0.18867924528301888,Low
1,1,1,0.4,18.0,17.0,0.05555555555555555,Low
4,0,21,0.3,212.0,191.0,0.09905660377358491,High
7,1,3,0.9,3.0,0.0,1.0,Medium
3,1,1,0.75,9.0,8.0,0.1111111111111111,High
3,1,1,0.75,9.0,8.0,0.1111111111111111,Medium
3,1,1,0.75,9.0,8.0,0.1111111111111111,Low
1,1,6,0.4,18.0,12.0,0.3333333333333333,Low
6,1,0,0.6,12.0,12.0,0.0,Medium
8,1,2,0.95,5.0,3.0,0.4,Low
8,1,2,0.95,5.0,3.0,0.4,High
3,1,3,0.75,9.0,6.0,0.3333333333333333,Medium
5,1,1,0.9,6.0,5.0,0.16666666666666666,High
6,1,1,0.6,12.0,11.0,0.08333333333333333,Medium
1,1,5,0.4,18.0,13.0,0.2777777777777778,High
1,1,2,0.4,18.0,16.0,0.1111111111111111,Low
7,1,2,0.9,3.0,1.0,0.6666666666666666,Medium
5,1,3,0.9,6.0,3.0,0.5,Medium
7,1,2,0.9,3.0,1.0,0.6666666666666666,High
0,2,2,0.5,4.0,2.0,0.5,Medium
0,2,3,0.5,4.0,1.0,0.75,Medium
8,0,2,0.95,5.0,3.0,0.4,Medium
4,0,3,0.3,212.0,209.0,0.014150943396226415,Low
0,2,2,0.5,4.0,2.0,0.5,Medium
6,1,5,0.6,12.0,7.0,0.4166666666666667,High
3,1,6,0.75,9.0,3.0,0.6666666666666666,Low
3,1,0,0.75,9.0,9.0,0.0,Low
5,0,3,0.9,6.0,3.0,0.5,Medium
3,1,4,0.75,9.0,5.0,0.4444444444444444,High
7,1,3,0.9,3.0,0.0,1.0,Medium
8,0,2,0.95,5.0,3.0,0.4,High
0,2,2,0.5,4.0,2.0,0.5,Low
2,1,4,0.7,17.0,13.0,0.23529411764705882,Low
0,2,5,0.5,4.0,-1.0,1.25,High
2,1,4,0.7,17.0,13.0,0.23529411764705882,Medium
5,1,1,0.9,6.0,5.0,0.16666666666666666,High
6,1,1,0.6,12.0,11.0,0.08333333333333333,Medium
5,1,2,0.9,6.0,4.0,0.3333333333333333,Medium
5,0,3,0.9,6.0,3.0,0.5,High
0,2,1,0.5,4.0,3.0,0.25,Low
5,1,3,0.9,6.0,3.0,0.5,High
2,1,5,0.7,17.0,12.0,0.29411764705882354,High
5,1,1,0.9,6.0,5.0,0.16666666666666666,High
7,1,3,0.9,3.0,0.0,1.0,High
4,0,57,0.3,212.0,155.0,0.2688679245283019,Low
4,0,39,0.3,212.0,173.0,0.18396226415094338,Low
4,0,14,0.3,212.0,198.0,0.0660377358490566,Medium
0,2,1,0.5,4.0,3.0,0.25,Low
6,1,0,0.6,12.0,12.0,0.0,Low
5,0,3,0.9,6.0,3.0,0.5,Low
4,0,26,0.3,212.0,186.0,0.12264150943396226,Low
7,1,2,0.9,3.0,1.0,0.6666666666666666,Low
8,0,2,0.95,5.0,3.0,0.4,Medium
5,1,4,0.9,6.0,2.0,0.6666666666666666,Medium
7,1,1,0.9,3.0,2.0,0.3333333333333333,High
8,0,3,0.95,5.0,2.0,0.6,Medium
4,0,82,0.3,212.0,130.0,0.3867924528301887,Low
4,0,52,0.3,212.0,160.0,0.24528301886792453,High
8,1,3,0.95,5.0,2.0,0.6,High
4,0,10,0.3,212.0,202.0,0.04716981132075472,Low
7,1,1,0.9,3.0,2.0,0.3333333333333333,High
2,1,3,0.7,17.0,14.0,0.17647058823529413,Medium
6,1,3,0.6,12.0,9.0,0.25,High
2,1,1,0.7,17.0,16.0,0.058823529411764705,Medium
5,1,3,0.9,6.0,3.0,0.5,High
3,1,0,0.75,9.0,9.0,0.0,Low
0,2,2,0.5,4.0,2.0,0.5,Low
5,1,2,0.9,6.0,4.0,0.3333333333333333,High
1,1,7,0.4,18.0,11.0,0.3888888888888889,Low
0,2,2,0.5,4.0,2.0,0.5,Low
7,1,1,0.9,3.0,2.0,0.3333333333333333,High
5,0,2,0.9,6.0,4.0,0.3333333333333333,Low
4,0,7,0.3,212.0,205.0,0.0330188679245283,Low
8,1,2,0.95,5.0,3.0,0.4,High
6,1,8,0.6,12.0,4.0,0.6666666666666666,Low
2,1,7,0.7,17.0,10.0,0.4117647058823529,Medium
0,2,2,0.5,4.0,2.0,0.5,Low
2,1,5,0.7,17.0,12.0,0.29411764705882354,High
5,1,1,0.9,6.0,5.0,0.16666666666666666,High
7,1,2,0.9,3.0,1.0,0.6666666666666666,Medium
3,1,0,0.75,9.0,9.0,0.0,High
5,1,3,0.9,6.0,3.0,0.5,High
8,0,3,0.95,5.0,2.0,0.6,High
7,1,3,0.9,3.0,0.0,1.0,High
5,0,2,0.9,6.0,4.0,0.3333333333333333,High
0,2,3,0.5,4.0,1.0,0.75,Low
6,2,5,0.6,12.0,7.0,0.4166666666666667,High
0,2,2,0.5,4.0,2.0,0.5,Medium
3,1,5,0.75,9.0,4.0,0.5555555555555556,High
3,1,7,0.75,9.0,2.0,0.7777777777777778,High
1,1,6,0.4,18.0,12.0,0.3333333333333333,Low
5,1,2,0.9,6.0,4.0,0.3333333333333333,High
6,1,5,0.6,12.0,7.0,0.4166666666666667,High
0,2,1,0.5,4.0,3.0,0.25,High
7,1,2,0.9,3.0,1.0,0.6666666666666666,Low
2,1,2,0.7,17.0,15.0,0.11764705882352941,Low
2,1,3,0.7,17.0,14.0,0.17647058823529413,High
4,0,10,0.3,212.0,202.0,0.04716981132075472,High
4,0,24,0.3,212.0,188.0,0.11320754716981132,High
7,0,1,0.9,3.0,2.0,0.3333333333333333,High
3,1,2,0.75,9.0,7.0,0.2222222222222222,Medium
0,2,1,0.5,4.0,3.0,0.25,Low
1,1,2,0.4,18.0,16.0,0.1111111111111111,Low
4,0,65,0.3,212.0,147.0,0.30660377358490565,Low
0,2,2,0.5,4.0,2.0,0.5,Low
2,1,1,0.7,17.0,16.0,0.058823529411764705,Low
3,1,1,0.75,9.0,8.0,0.1111111111111111,Medium
8,0,2,0.95,5.0,3.0,0.4,Low
4,0,8,0.3,212.0,204.0,0.03773584905660377,Medium
6,1,6,0.6,12.0,6.0,0.5,High
6,1,2,0.6,12.0,10.0,0.16666666666666666,Low
2,1,5,0.7,17.0,12.0,0.29411764705882354,Medium
4,0,57,0.3,212.0,155.0,0.2688679245283019,Medium
6,1,2,0.6,12.0,10.0,0.16666666666666666,Low
0,2,3,0.5,4.0,1.0,0.75,Low
0,2,4,0.5,4.0,0.0,1.0,High
6,1,6,0.6,12.0,6.0,0.5,High
7,1,1,0.9,3.0,2.0,0.3333333333333333,High
4,0,12,0.3,212.0,200.0,0.05660377358490566,Low
2,1,1,0.7,17.0,16.0,0.058823529411764705,Medium
0,2,4,0.5,4.0,0.0,1.0,Low
7,1,3,0.9,3.0,0.0,1.0,Low
6,1,5,0.6,12.0,7.0,0.4166666666666667,Medium
5,1,6,0.9,6.0,0.0,1.0,High
4,0,71,0.3,212.0,141.0,0.33490566037735847,Medium
3,0,2,0.75,9.0,7.0,0.2222222222222222,Medium
8,1,1,0.95,5.0,4.0,0.2,Low
0,2,2,0.5,4.0,2.0,0.5,Low
8,1,3,0.95,5.0,2.0,0.6,Low
1,1,5,0.4,18.0,13.0,0.2777777777777778,Low
3,1,3,0.75,9.0,6.0,0.3333333333333333,Low
5,0,2,0.9,6.0,4.0,0.3333333333333333,Medium
6,1,2,0.6,12.0,10.0,0.16666666666666666,Medium
4,0,29,0.3,212.0,183.0,0.13679245283018868,High
5,0,4,0.9,6.0,2.0,0.6666666666666666,Low
5,0,1,0.9,6.0,5.0,0.16666666666666666,High
8,1,2,0.95,5.0,3.0,0.4,High
2,1,1,0.7,17.0,16.0,0.058823529411764705,Medium
8,0,3,0.95,5.0,2.0,0.6,High
2,1,3,0.7,17.0,14.0,0.17647058823529413,Medium
5,1,3,0.9,6.0,3.0,0.5,High
6,1,4,0.6,12.0,8.0,0.3333333333333333,Low
1,1,4,0.4,18.0,14.0,0.2222222222222222,Low
7,1,2,0.9,3.0,1.0,0.6666666666666666,High
0,2,3,0.5,4.0,1.0,0.75,Low
7,1,1,0.9,3.0,2.0,0.3333333333333333,Medium
5,1,3,0.9,6.0,3.0,0.5,Medium
7,1,0,0.9,3.0,3.0,0.0,Medium
5,1,4,0.9,6.0,2.0,0.6666666666666666,High
3,1,4,0.75,9.0,5.0,0.4444444444444444,Low
1,1,7,0.4,18.0,11.0,0.3888888888888889,Low
5,0,2,0.9,6.0,4.0,0.3333333333333333,High
0,2,3,0.5,4.0,1.0,0.75,Medium
1,1,12,0.4,18.0,6.0,0.6666666666666666,Low
5,1,1,0.9,6.0,5.0,0.16666666666666666,Low
3,1,2,0.75,9.0,7.0,0.2222222222222222,Low
4,0,8,0.3,212.0,204.0,0.03773584905660377,Medium
6,1,6,0.6,12.0,6.0,0.5,High
5,0,1,0.9,6.0,5.0,0.16666666666666666,Medium
0,2,2,0.5,4.0,2.0,0.5,Medium
5,1,4,0.9,6.0,2.0,0.6666666666666666,Low
8,0,3,0.95,5.0,2.0,0.6,Low
7,1,2,0.9,3.0,1.0,0.6666666666666666,Medium
8,1,4,0.95,5.0,1.0,0.8,Low
8,0,1,0.95,5.0,4.0,0.2,Low
7,1,2,0.9,3.0,1.0,0.6666666666666666,Medium
1,1,6,0.4,18.0,12.0,0.3333333333333333,Low
0,2,3,0.5,4.0,1.0,0.75,Low
4,0,16,0.3,212.0,196.0,0.07547169811320754,High
0,2,2,0.5,4.0,2.0,0.5,Low
4,0,56,0.3,212.0,156.0,0.2641509433962264,High
2,1,9,0.7,17.0,8.0,0.5294117647058824,High
2,1,9,0.7,17.0,8.0,0.5294117647058824,High
2,1,6,0.7,17.0,11.0,0.35294117647058826,High
6,1,6,0.6,12.0,6.0,0.5,Medium
3,1,1,0.75,9.0,8.0,0.1111111111111111,Medium
7,1,2,0.9,3.0,1.0,0.6666666666666666,High
4,0,5,0.3,212.0,207.0,0.02358490566037736,High
4,0,33,0.3,212.0,179.0,0.15566037735849056,Medium
3,1,1,0.75,9.0,8.0,0.1111111111111111,High
3,1,0,0.75,9.0,9.0,0.0,Low
3,1,2,0.75,9.0,7.0,0.2222222222222222,High
2,1,5,0.7,17.0,12.0,0.29411764705882354,High
1,1,4,0.4,18.0,14.0,0.2222222222222222,Medium
8,1,2,0.95,5.0,3.0,0.4,High
6,1,5,0.6,12.0,7.0,0.4166666666666667,Medium
3,1,3,0.75,9.0,6.0,0.3333333333333333,High
6,1,3,0.6,12.0,9.0,0.25,High
4,0,18,0.3,212.0,194.0,0.08490566037735849,High
6,2,4,0.6,12.0,8.0,0.3333333333333333,Medium
2,1,4,0.7,17.0,13.0,0.23529411764705882,High
0,2,2,0.5,4.0,2.0,0.5,Medium
3,1,2,0.75,9.0,7.0,0.2222222222222222,High
1,1,8,0.4,18.0,10.0,0.4444444444444444,Medium
8,0,2,0.95,5.0,3.0,0.4,Medium
7,1,3,0.9,3.0,0.0,1.0,Medium
8,0,5,0.95,5.0,0.0,1.0,High
0,2,1,0.5,4.0,3.0,0.25,High
5,1,2,0.9,6.0,4.0,0.3333333333333333,Medium
3,1,1,0.75,9.0,8.0,0.1111111111111111,Low
1,1,0,0.4,18.0,18.0,0.0,Medium
2,1,3,0.7,17.0,14.0,0.17647058823529413,Low
2,1,11,0.7,17.0,6.0,0.6470588235294118,High
8,1,1,0.95,5.0,4.0,0.2,Medium
1,1,4,0.4,18.0,14.0,0.2222222222222222,Low
3,1,3,0.75,9.0,6.0,0.3333333333333333,Low
6,1,4,0.6,12.0,8.0,0.3333333333333333,Low
0,2,4,0.5,4.0,0.0,1.0,High
4,0,21,0.3,212.0,191.0,0.09905660377358491,Medium
5,1,0,0.9,6.0,6.0,0.0,Low
6,1,3,0.6,12.0,9.0,0.25,High
3,0,4,0.75,9.0,5.0,0.4444444444444444,High
5,1,4,0.9,6.0,2.0,0.6666666666666666,Medium
6,1,3,0.6,12.0,9.0,0.25,Medium
5,1,2,0.9,6.0,4.0,0.3333333333333333,Medium
1,1,5,0.4,18.0,13.0,0.2777777777777778,Medium
0,2,3,0.5,4.0,1.0,0.75,Low
3,1,1,0.75,9.0,8.0,0.1111111111111111,Medium
2,1,5,0.7,17.0,12.0,0.29411764705882354,Low
5,1,3,0.9,6.0,3.0,0.5,Low
4,0,23,0.3,212.0,189.0,0.10849056603773585,High
4,0,51,0.3,212.0,161.0,0.24056603773584906,Medium
1,1,3,0.4,18.0,15.0,0.16666666666666666,High
6,1,4,0.6,12.0,8.0,0.3333333333333333,Medium
1,1,3,0.4,18.0,15.0,0.16666666666666666,Low
6,2,5,0.6,12.0,7.0,0.4166666666666667,High
1,1,5,0.4,18.0,13.0,0.2777777777777778,Medium
2,1,8,0.7,17.0,9.0,0.47058823529411764,High
8,1,2,0.95,5.0,3.0,0.4,High
5,1,3,0.9,6.0,3.0,0.5,Medium
8,0,2,0.95,5.0,3.0,0.4,High
0,2,2,0.5,4.0,2.0,0.5,Medium
0,2,1,0.5,4.0,3.0,0.25,High
3,1,4,0.75,9.0,5.0,0.4444444444444444,Medium
5,1,2,0.9,6.0,4.0,0.3333333333333333,High
5,1,3,0.9,6.0,3.0,0.5,Low
5,1,3,0.9,6.0,3.0,0.5,Medium
2,1,4,0.7,17.0,13.0,0.23529411764705882,Low
0,2,4,0.5,4.0,0.0,1.0,Medium
2,1,5,0.7,17.0,12.0,0.29411764705882354,Low
6,1,6,0.6,12.0,6.0,0.5,High
4,0,46,0.3,212.0,166.0,0.2169811320754717,Low
2,1,8,0.7,17.0,9.0,0.47058823529411764,Medium
2,1,3,0.7,17.0,14.0,0.17647058823529413,Medium
3,1,5,0.75,9.0,4.0,0.5555555555555556,Medium
1,1,4,0.4,18.0,14.0,0.2222222222222222,Low
7,1,0,0.9,3.0,3.0,0.0,Low
2,1,1,0.7,17.0,16.0,0.058823529411764705,Low
2,1,11,0.7,17.0,6.0,0.6470588235294118,Medium
4,0,26,0.3,212.0,186.0,0.12264150943396226,Low
1,1,4,0.4,18.0,14.0,0.2222222222222222,Medium
8,1,2,0.95,5.0,3.0,0.4,Medium
1,1,6,0.4,18.0,12.0,0.3333333333333333,Low
8,1,0,0.95,5.0,5.0,0.0,High
7,1,3,0.9,3.0,0.0,1.0,Low
7,1,1,0.9,3.0,2.0,0.3333333333333333,High
2,1,5,0.7,17.0,12.0,0.29411764705882354,Low
3,1,4,0.75,9.0,5.0,0.4444444444444444,High
8,0,1,0.95,5.0,4.0,0.2,Medium
3,1,5,0.75,9.0,4.0,0.5555555555555556,High
